ID,Attribute,Value
1867,USB,USB 1.0 (1.5 Mbit/sec)
1867,Weight (inc. batteries),200 g (0.44 lb / 7.05 oz)
1867,Dimensions,90 x 57 x 27 mm (3.54 x 2.24 x 1.06″)
1868,Body type,Compact SLR
1868,Max resolution,3456 x 2304
1868,Effective pixels,8 megapixels
1868,Sensor size,APS-C (22.2 x 14.8 mm)
1868,Sensor type,CMOS
1868,ISO,"100, 200, 400, 800, 1600"
1868,Lens mount,Canon EF/EF-S
1868,Focal length mult.,1.6×
1868,Screen size,1.8″
1868,Screen dots,"115,000"
1868,Max shutter speed,1/4000 sec
1868,Storage types,Compact Flash (Type I or II)
1868,USB,USB 2.0 (480 Mbit/sec)
1868,Weight (inc. batteries),540 g (1.19 lb / 19.05 oz)
1868,Dimensions,127 x 94 x 64 mm (5 x 3.7 x 2.52″)
1869,Body type,Compact
1869,Max resolution,2288 x 1712
1869,Effective pixels,4 megapixels
1869,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1869,Sensor type,CCD
1869,ISO,Auto (50 - 320)
1869,Focal length (equiv.),38–114 mm
1869,Max aperture,F2.8–4.9
1869,Screen size,1.8″
1869,Screen dots,"85,000"
1869,Max shutter speed,1/2000 sec
1869,Storage types,"xD Picture Card, Internal"
1869,USB,USB 1.0 (1.5 Mbit/sec)
1869,Weight (inc. batteries),190 g (0.42 lb / 6.70 oz)
1869,Dimensions,106 x 56 x 36 mm (4.17 x 2.2 x 1.42″)
1870,Body type,Compact
1870,Max resolution,2560 x 1920
1870,Effective pixels,5 megapixels
1870,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1870,Sensor type,CCD
1870,ISO,Auto (50 - 250)
1870,Focal length (equiv.),38–114 mm
1870,Max aperture,F2.8–4.9
1870,Screen size,1.8″
1870,Screen dots,"85,000"
1870,Max shutter speed,1/2000 sec
1870,Storage types,"xD Picture Card, Internal"
1870,USB,USB 1.0 (1.5 Mbit/sec)
1870,Weight (inc. batteries),190 g (0.42 lb / 6.70 oz)
1870,Dimensions,105 x 61 x 36 mm (4.13 x 2.4 x 1.42″)
1871,Body type,Ultracompact
1871,Max resolution,2560 x 1920
1871,Effective pixels,5 megapixels
1871,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1871,Sensor type,CCD
1871,ISO,Auto (64 - 320
1871,Focal length (equiv.),35–105 mm
1871,Max aperture,F2.8–4.8
1871,Screen size,2″
1871,Screen dots,"115,000"
1871,Max shutter speed,1/2000 sec
1871,Storage types,"xD Picture Card, Internal"
1871,USB,USB 1.0 (1.5 Mbit/sec)
1871,Weight (inc. batteries),175 g (0.39 lb / 6.17 oz)
1871,Dimensions,94 x 61 x 24 mm (3.7 x 2.4 x 0.94″)
1872,Body type,Compact
1872,Max resolution,2560 x 1920
1872,Effective pixels,5 megapixels
1872,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1872,Sensor type,CCD
1872,ISO,Auto
1872,Focal length (equiv.),38–114 mm
1872,Max aperture,F3.3–4
1872,Screen size,2″
1872,Screen dots,"206,000"
1872,Max shutter speed,1/2000 sec
1872,Storage types,"xD Picture Card, Internal"
1872,USB,USB 1.0 (1.5 Mbit/sec)
1872,Weight (inc. batteries),160 g (0.35 lb / 5.64 oz)
1872,Dimensions,99 x 53 x 22 mm (3.9 x 2.09 x 0.87″)
1873,Body type,Ultracompact
1873,Max resolution,2560 x 1920
1873,Effective pixels,5 megapixels
1873,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1873,Sensor type,CCD
1873,ISO,"Auto, (64 - 640)"
1873,Focal length (equiv.),35–70 mm
1873,Max aperture,F3.5–4.9
1873,Screen size,1.8″
1873,Screen dots,"134,000"
1873,Max shutter speed,1/1000 sec
1873,Storage types,xD Picture Card
1873,USB,USB 1.0 (1.5 Mbit/sec)
1873,Weight (inc. batteries),165 g (0.36 lb / 5.82 oz)
1873,Dimensions,95 x 56 x 28 mm (3.74 x 2.2 x 1.1″)
1874,Body type,Compact
1874,Max resolution,2288 x 1716
1874,Effective pixels,4 megapixels
1874,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1874,Sensor type,CCD
1874,ISO,Auto
1874,Focal length (equiv.),34–102 mm
1874,Max aperture,F2.8–4.9
1874,Screen size,1.8″
1874,Screen dots,"80,000"
1874,Max shutter speed,1/3000 sec
1874,Storage types,"SD/MMC card, Internal"
1874,USB,USB 1.0 (1.5 Mbit/sec)
1874,Weight (inc. batteries),180 g (0.40 lb / 6.35 oz)
1874,Dimensions,85 x 60 x 35 mm (3.35 x 2.36 x 1.38″)
1875,Body type,Compact
1875,Max resolution,2592 x 1944
1875,Effective pixels,5 megapixels
1875,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1875,Sensor type,CCD
1875,ISO,Auto
1875,Focal length (equiv.),34–102 mm
1875,Max aperture,F2.8–4.9
1875,Screen size,1.8″
1875,Screen dots,"80,000"
1875,Max shutter speed,1/3000 sec
1875,Storage types,"SD/MMC card, Internal"
1875,USB,USB 1.0 (1.5 Mbit/sec)
1875,Weight (inc. batteries),180 g (0.40 lb / 6.35 oz)
1875,Dimensions,85 x 60 x 35 mm (3.35 x 2.36 x 1.38″)
1876,Body type,Compact
1876,Max resolution,3072 x 2304
1876,Effective pixels,7 megapixels
1876,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1876,Sensor type,CCD
1876,ISO,Auto
1876,Focal length (equiv.),38–114 mm
1876,Max aperture,F2.8–4.8
1876,Screen size,1.8″
1876,Screen dots,"85,000"
1876,Max shutter speed,1/2000 sec
1876,Storage types,"SD/MMC card, Internal"
1876,USB,USB 1.0 (1.5 Mbit/sec)
1876,Weight (inc. batteries),195 g (0.43 lb / 6.88 oz)
1876,Dimensions,85 x 60 x 39 mm (3.35 x 2.36 x 1.54″)
1877,Body type,Compact
1877,Max resolution,2592 x 1944
1877,Effective pixels,5 megapixels
1877,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1877,Sensor type,CCD
1877,ISO,"Auto, 64, 100, 200, 400"
1877,Focal length (equiv.),38–114 mm
1877,Max aperture,F2.8–4.9
1877,Screen size,2″
1877,Screen dots,"115,000"
1877,Max shutter speed,1/2000 sec
1877,Storage types,"SD/MMC card, Internal"
1877,USB,USB 1.0 (1.5 Mbit/sec)
1877,Weight (inc. batteries),185 g (0.41 lb / 6.53 oz)
1877,Dimensions,88 x 60 x 37 mm (3.46 x 2.36 x 1.46″)
1878,Body type,Compact
1878,Max resolution,3072 x 2304
1878,Effective pixels,7 megapixels
1878,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1878,Sensor type,CCD
1878,ISO,"Auto, 50, 100, 200, 400"
1878,Focal length (equiv.),38–114 mm
1878,Max aperture,F2.8–4.9
1878,Articulated LCD,No
1878,Screen size,2″
1878,Screen dots,"115,000"
1878,Max shutter speed,1/2000 sec
1878,Storage types,"SD/MMC card, Internal"
1878,USB,USB 1.0 (1.5 Mbit/sec)
1878,Weight (inc. batteries),185 g (0.41 lb / 6.53 oz)
1878,Dimensions,88 x 60 x 37 mm (3.46 x 2.36 x 1.46″)
1878,GPS,None
1879,Body type,Large SLR
1879,Max resolution,2464 x 1632
1879,Effective pixels,4 megapixels
1879,Sensor size,APS-C (23.7 x 15.5 mm)
1879,Sensor type,JFET
1879,ISO,"200 - 1600 in 1, 1/2 or 1/3 EV steps"
1879,Lens mount,Nikon F
1879,Focal length mult.,1.5×
1879,Articulated LCD,No
1879,Screen size,2.5″
1879,Screen dots,"235,000"
1879,Max shutter speed,1/8000 sec
1879,Storage types,Compact Flash (Type I or II)
1879,USB,USB 2.0 (480 Mbit/sec)
1879,Weight (inc. batteries),1200 g (2.65 lb / 42.33 oz)
1879,Dimensions,158 x 150 x 86 mm (6.22 x 5.91 x 3.39″)
1879,GPS,None
1880,Body type,Ultracompact
1880,Max resolution,2560 x 1920
1880,Effective pixels,5 megapixels
1880,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1880,Sensor type,CCD
1880,ISO,"Auto, 50, 100, 200, 400"
1880,Focal length (equiv.),35–105 mm
1880,Max aperture,F2.6–4.8
1880,Screen size,2.7″
1880,Screen dots,"115,200"
1880,Max shutter speed,1/2000 sec
1880,Storage types,"SD/MMC card, Internal"
1880,USB,USB 1.0 (1.5 Mbit/sec)
1880,Weight (inc. batteries),175 g (0.39 lb / 6.17 oz)
1880,Dimensions,89 x 58 x 23 mm (3.5 x 2.28 x 0.91″)
1881,Body type,Compact
1881,Max resolution,3072 x 2304
1881,Effective pixels,7 megapixels
1881,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1881,Sensor type,CCD
1881,ISO,"Auto, 50, 100, 200, 400"
1881,Focal length (equiv.),38–114 mm
1881,Max aperture,F2.8–5.1
1881,Screen size,2.5″
1881,Screen dots,"115,200"
1881,Max shutter speed,1/1600 sec
1881,Format,MPEG-4
1881,Storage types,"SD/MMC card, Internal"
1881,USB,USB 1.0 (1.5 Mbit/sec)
1881,Weight (inc. batteries),165 g (0.36 lb / 5.82 oz)
1881,Dimensions,89 x 59 x 22 mm (3.5 x 2.32 x 0.87″)
1882,Body type,Compact
1882,Max resolution,2560 x 1920
1882,Effective pixels,5 megapixels
1882,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1882,Sensor type,CCD
1882,ISO,"Auto, 50, 100, 200"
1882,Focal length (equiv.),32–96 mm
1882,Max aperture,F2.8–4.8
1882,Screen size,1.8″
1882,Screen dots,"130,000"
1882,Max shutter speed,1/1000 sec
1882,Storage types,"SD/MMC card, Internal"
1882,USB,USB 1.0 (1.5 Mbit/sec)
1882,Weight (inc. batteries),180 g (0.40 lb / 6.35 oz)
1882,Dimensions,91 x 61 x 27 mm (3.58 x 2.4 x 1.06″)
1883,Body type,Ultracompact
1883,Max resolution,2560 x 1920
1883,Effective pixels,5 megapixels
1883,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1883,Sensor type,CCD
1883,ISO,"Auto, 80, 100, 200, 400"
1883,Focal length (equiv.),35.6–107 mm
1883,Max aperture,F2.6–4.8
1883,Screen size,2″
1883,Screen dots,"110,000"
1883,Max shutter speed,1/2000 sec
1883,Storage types,"SD/MMC card, Internal"
1883,USB,USB 1.0 (1.5 Mbit/sec)
1883,Weight (inc. batteries),120 g (0.26 lb / 4.23 oz)
1883,Dimensions,84 x 52 x 21 mm (3.31 x 2.05 x 0.83″)
1884,Body type,Compact
1884,Max resolution,2304 x 1728
1884,Effective pixels,4 megapixels
1884,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1884,Sensor type,CCD
1884,ISO,Auto (64 - 400)
1884,Focal length (equiv.),35–105 mm
1884,Max aperture,F2.8–4.7
1884,Screen size,1.7″
1884,Screen dots,"115,000"
1884,Max shutter speed,1/2000 sec
1884,Storage types,xD Picture Card
1884,USB,USB 1.0 (1.5 Mbit/sec)
1884,Weight (inc. batteries),192 g (0.42 lb / 6.77 oz)
1884,Dimensions,90 x 60 x 30 mm (3.54 x 2.36 x 1.18″)
1885,Body type,Compact
1885,Max resolution,2592 x 1944
1885,Effective pixels,5 megapixels
1885,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1885,Sensor type,CCD
1885,ISO,Auto (64 - 400)
1885,Focal length (equiv.),35–105 mm
1885,Max aperture,F2.8–4.7
1885,Screen size,1.7″
1885,Screen dots,"115,000"
1885,Max shutter speed,1/2000 sec
1885,Storage types,xD Picture Card
1885,USB,USB 1.0 (1.5 Mbit/sec)
1885,Weight (inc. batteries),192 g (0.42 lb / 6.77 oz)
1885,Dimensions,90 x 30 x 30 mm (3.54 x 1.18 x 1.18″)
1886,Body type,Ultracompact
1886,Max resolution,2592 x 1944
1886,Effective pixels,5 megapixels
1886,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1886,Sensor type,CCD
1886,ISO,"Auto, 64, 100, 200, 400, 800"
1886,Focal length (equiv.),36–108 mm
1886,Max aperture,F3.5–4.2
1886,Screen size,2.5″
1886,Screen dots,"115,000"
1886,Max shutter speed,1/1000 sec
1886,Storage types,xD Picture Card
1886,USB,USB 1.0 (1.5 Mbit/sec)
1886,Weight (inc. batteries),170 g (0.37 lb / 6.00 oz)
1886,Dimensions,90 x 55 x 19 mm (3.54 x 2.17 x 0.75″)
1887,Body type,Compact
1887,Max resolution,2848 x 2136
1887,Effective pixels,6 megapixels
1887,Sensor size,"1/1.7"" (7.44 x 5.58 mm)"
1887,Sensor type,CCD
1887,ISO,"Auto, 80, 100, 200, 400, 800, 1600"
1887,Focal length (equiv.),36–108 mm
1887,Max aperture,F2.8–5
1887,Screen size,2.5″
1887,Screen dots,"115,000"
1887,Max shutter speed,1/2000 sec
1887,Storage types,xD Picture Card
1887,USB,USB 1.0 (1.5 Mbit/sec)
1887,Weight (inc. batteries),190 g (0.42 lb / 6.70 oz)
1887,Dimensions,92 x 58 x 27 mm (3.62 x 2.28 x 1.06″)
1888,Body type,Compact
1888,Max resolution,2304 x 1728
1888,Effective pixels,4 megapixels
1888,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1888,Sensor type,CCD
1888,ISO,"Auto, 64, 100, 200, 400"
1888,Focal length (equiv.),35–105 mm
1888,Max aperture,F2.8–5
1888,Screen size,2″
1888,Screen dots,"85,000"
1888,Max shutter speed,1/2000 sec
1888,Storage types,"SD/MMC card, Internal"
1888,USB,USB 1.0 (1.5 Mbit/sec)
1888,Weight (inc. batteries),188 g (0.41 lb / 6.63 oz)
1888,Dimensions,94 x 63 x 31 mm (3.7 x 2.48 x 1.22″)
1889,Body type,Compact
1889,Max resolution,2304 x 1728
1889,Effective pixels,4 megapixels
1889,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1889,Sensor type,CCD
1889,ISO,"Auto, 64, 100, 200, 400"
1889,Focal length (equiv.),37–222 mm
1889,Max aperture,F2.8–4.5
1889,Screen size,2″
1889,Screen dots,"85,000"
1889,Max shutter speed,1/2000 sec
1889,Storage types,"SD/MMC card, Internal"
1889,USB,USB 1.0 (1.5 Mbit/sec)
1889,Weight (inc. batteries),224 g (0.49 lb / 7.90 oz)
1889,Dimensions,101 x 64 x 33 mm (3.98 x 2.52 x 1.3″)
1890,Body type,Compact
1890,Max resolution,2560 x 1920
1890,Effective pixels,5 megapixels
1890,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1890,Sensor type,CCD
1890,ISO,"Auto, 80, 100, 200, 400"
1890,Focal length (equiv.),37–222 mm
1890,Max aperture,F2.8–4.5
1890,Screen size,2″
1890,Screen dots,"85,000"
1890,Max shutter speed,1/2000 sec
1890,Storage types,"SD/MMC card, Internal"
1890,USB,USB 1.0 (1.5 Mbit/sec)
1890,Weight (inc. batteries),224 g (0.49 lb / 7.90 oz)
1890,Dimensions,101 x 64 x 33 mm (3.98 x 2.52 x 1.3″)
1891,Body type,Compact
1891,Max resolution,2304 x 1728
1891,Effective pixels,4 megapixels
1891,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1891,Sensor type,CCD
1891,ISO,"Auto, 64, 100, 200, 400"
1891,Focal length (equiv.),35–420 mm
1891,Max aperture,F2.8–3.3
1891,Screen size,1.5″
1891,Screen dots,"114,000"
1891,Max shutter speed,1/2000 sec
1891,Storage types,SD/MMC card
1891,USB,USB 1.0 (1.5 Mbit/sec)
1891,Weight (inc. batteries),326 g (0.72 lb / 11.50 oz)
1891,Dimensions,102 x 68 x 85 mm (4.02 x 2.68 x 3.35″)
1892,Body type,Compact
1892,Max resolution,2560 x 1920
1892,Effective pixels,5 megapixels
1892,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1892,Sensor type,CCD
1892,ISO,"Auto, 80, 100, 200, 400"
1892,Focal length (equiv.),36–432 mm
1892,Max aperture,F2.8–3.3
1892,Screen size,1.8″
1892,Screen dots,"130,000"
1892,Max shutter speed,1/2000 sec
1892,Storage types,SD/MMC card
1892,USB,USB 1.0 (1.5 Mbit/sec)
1892,Weight (inc. batteries),326 g (0.72 lb / 11.50 oz)
1892,Dimensions,108 x 68 x 85 mm (4.25 x 2.68 x 3.35″)
1893,Body type,Compact
1893,Max resolution,2592 x 1944
1893,Effective pixels,5 megapixels
1893,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1893,Sensor type,CCD
1893,ISO,"Auto, 100, 200, 400"
1893,Focal length (equiv.),38–114 mm
1893,Max aperture,F2.8–5.2
1893,Screen size,2.5″
1893,Screen dots,"115,000"
1893,Max shutter speed,1/1000 sec
1893,Format,MPEG VX
1893,Storage types,"Memory Stick / Pro, Internal"
1893,USB,USB 2.0 (480 Mbit/sec)
1893,Weight (inc. batteries),250 g (0.55 lb / 8.82 oz)
1893,Dimensions,91 x 60 x 36 mm (3.58 x 2.36 x 1.42″)
1894,Body type,Compact
1894,Max resolution,2272 x 1704
1894,Effective pixels,4 megapixels
1894,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1894,Sensor type,CCD
1894,ISO,"Auto, 50, 100, 200, 400"
1894,Focal length (equiv.),35–140 mm
1894,Max aperture,F2.6–5.5
1894,Screen size,1.8″
1894,Screen dots,"115,000"
1894,Max shutter speed,1/2000 sec
1894,Storage types,SD/MMC card
1894,USB,USB 1.0 (1.5 Mbit/sec)
1894,Weight (inc. batteries),230 g (0.51 lb / 8.11 oz)
1894,Dimensions,91 x 64 x 38 mm (3.58 x 2.52 x 1.5″)
1895,Body type,Compact
1895,Max resolution,2560 x 1920
1895,Effective pixels,5 megapixels
1895,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1895,Sensor type,CCD
1895,ISO,"Auto, 50, 100, 200, 400"
1895,Focal length (equiv.),38–190 mm
1895,Max aperture,F3.3–3.6
1895,Screen size,2″
1895,Screen dots,"84,960"
1895,Max shutter speed,1/2000 sec
1895,Format,MPEG-4
1895,Storage types,"SD/MMC card, Internal"
1895,USB,USB 1.0 (1.5 Mbit/sec)
1895,Weight (inc. batteries),275 g (0.61 lb / 9.70 oz)
1895,Dimensions,99 x 56 x 74 mm (3.9 x 2.2 x 2.91″)
1896,Body type,Compact
1896,Max resolution,2560 x 1920
1896,Effective pixels,5 megapixels
1896,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1896,Sensor type,CCD
1896,ISO,"Auto, 50, 100, 200, 320"
1896,Focal length (equiv.),36–290 mm
1896,Max aperture,F3.2–3.4
1896,Screen size,1.5″
1896,Screen dots,"113,000"
1896,Max shutter speed,1/2000 sec
1896,Storage types,"SD/MMC card, Internal"
1896,USB,USB 1.0 (1.5 Mbit/sec)
1896,Weight (inc. batteries),410 g (0.90 lb / 14.46 oz)
1896,Dimensions,109 x 82 x 94 mm (4.29 x 3.23 x 3.7″)
1897,Body type,Compact
1897,Max resolution,2560 x 1920
1897,Effective pixels,5 megapixels
1897,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1897,Sensor type,CCD
1897,ISO,"Auto, 50, 100, 200, 320"
1897,Focal length (equiv.),35–420 mm
1897,Max aperture,F2.8–4.5
1897,Screen size,2″
1897,Screen dots,"114,000"
1897,Max shutter speed,1/1000 sec
1897,Storage types,SD/MMC card
1897,USB,USB 1.0 (1.5 Mbit/sec)
1897,Weight (inc. batteries),435 g (0.96 lb / 15.34 oz)
1897,Dimensions,109 x 80 x 84 mm (4.29 x 3.15 x 3.31″)
1898,Body type,Compact
1898,Max resolution,2048 x 1536
1898,Effective pixels,3 megapixels
1898,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1898,Sensor type,CCD
1898,ISO,"Auto, 50, 100, 200, 400"
1898,Focal length (equiv.),35–140 mm
1898,Max aperture,F2.6–5.5
1898,Screen size,1.8″
1898,Screen dots,"115,000"
1898,Max shutter speed,1/2000 sec
1898,Storage types,SD/MMC card
1898,USB,USB 1.0 (1.5 Mbit/sec)
1898,Weight (inc. batteries),230 g (0.51 lb / 8.11 oz)
1898,Dimensions,91 x 64 x 38 mm (3.58 x 2.52 x 1.5″)
1899,Body type,Ultracompact
1899,Max resolution,2304 x 1728
1899,Effective pixels,4 megapixels
1899,Sensor type,CCD
1899,ISO,"Auto, 80, 100, 200, 400"
1899,Focal length (equiv.),36–100 mm
1899,Max aperture,F2.9–4.7
1899,Screen size,3″
1899,Screen dots,"230,000"
1899,Max shutter speed,1/1400 sec
1899,Format,MPEG-4
1899,Storage types,"SD/MMC card, Internal"
1899,USB,USB 1.0 (1.5 Mbit/sec)
1899,Weight (inc. batteries),275 g (0.61 lb / 9.70 oz)
1899,Dimensions,103 x 63 x 26 mm (4.06 x 2.48 x 1.02″)
1900,Body type,Compact
1900,Max resolution,2304 x 1728
1900,Effective pixels,4 megapixels
1900,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1900,Sensor type,CCD
1900,ISO,"Auto, 80, 100, 200, 400"
1900,Focal length (equiv.),35–175 mm
1900,Max aperture,F2.8–5.8
1900,Screen size,1.6″
1900,Screen dots,"72,000"
1900,Max shutter speed,1/1600 sec
1900,Format,MPEG-4
1900,Storage types,"SD/MMC card, Internal"
1900,USB,USB 1.0 (1.5 Mbit/sec)
1900,Weight (inc. batteries),270 g (0.60 lb / 9.52 oz)
1900,Dimensions,97 x 72 x 56 mm (3.82 x 2.83 x 2.2″)
1901,Body type,Compact
1901,Max resolution,2576 x 1932
1901,Effective pixels,5 megapixels
1901,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1901,Sensor type,CCD
1901,ISO,"Auto, 80, 100, 200, 400, 800"
1901,Focal length (equiv.),38–380 mm
1901,Max aperture,F2.8–8
1901,Screen size,1.8″
1901,Screen dots,"134,000"
1901,Max shutter speed,1/1700 sec
1901,Format,MPEG-4
1901,Storage types,"SD/MMC card, Internal"
1901,USB,USB 1.0 (1.5 Mbit/sec)
1901,Weight (inc. batteries),330 g (0.73 lb / 11.64 oz)
1901,Dimensions,98 x 76 x 72 mm (3.86 x 2.99 x 2.83″)
1902,Body type,Ultracompact
1902,Max resolution,2592 x 1944
1902,Effective pixels,5 megapixels
1902,Sensor size,"1/2.4"" (6.104 x 4.578 mm)"
1902,Sensor type,CCD
1902,ISO,"Auto, 100, 200, 400"
1902,Focal length (equiv.),38–114 mm
1902,Max aperture,F3.5–4.4
1902,Screen size,2.5″
1902,Screen dots,"230,000"
1902,Max shutter speed,1/1000 sec
1902,Storage types,Memory Stick Duo / Pro Duo
1902,USB,USB 2.0 (480 Mbit/sec)
1902,Weight (inc. batteries),150 g (0.33 lb / 5.29 oz)
1902,Dimensions,99 x 61 x 21 mm (3.9 x 2.4 x 0.83″)
1903,Body type,Ultracompact
1903,Max resolution,3072 x 2304
1903,Effective pixels,7 megapixels
1903,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1903,Sensor type,CCD
1903,ISO,"Auto, 100, 200, 400"
1903,Focal length (equiv.),38–114 mm
1903,Max aperture,F2.8–5.2
1903,Screen size,2″
1903,Screen dots,"130,000"
1903,Max shutter speed,1/1000 sec
1903,Format,MPEG VX
1903,Storage types,Memory Stick / Pro
1903,USB,USB 2.0 (480 Mbit/sec)
1903,Weight (inc. batteries),180 g (0.40 lb / 6.35 oz)
1903,Dimensions,104 x 52 x 28 mm (4.09 x 2.05 x 1.1″)
1904,Body type,Compact
1904,Max resolution,2560 x 1920
1904,Effective pixels,5 megapixels
1904,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1904,Sensor type,CCD
1904,ISO,"Auto, 50, 100, 200, 400"
1904,Focal length (equiv.),38–114 mm
1904,Max aperture,F3.3–4
1904,Screen size,2″
1904,Screen dots,"85,000"
1904,Max shutter speed,1/2000 sec
1904,Storage types,"SD/MMC card, Internal"
1904,USB,USB 1.0 (1.5 Mbit/sec)
1904,Weight (inc. batteries),135 g (0.30 lb / 4.76 oz)
1904,Dimensions,102 x 51 x 22 mm (4.02 x 2.01 x 0.87″)
1905,Body type,Compact
1905,Max resolution,2288 x 1712
1905,Effective pixels,4 megapixels
1905,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1905,Sensor type,CCD
1905,ISO,Auto (50 - 250)
1905,Focal length (equiv.),37 mm
1905,Max aperture,F2.8
1905,Screen size,1.5″
1905,Screen dots,"85,000"
1905,Max shutter speed,1/1500 sec
1905,Storage types,"xD Picture Card, Internal"
1905,USB,USB 1.0 (1.5 Mbit/sec)
1905,Weight (inc. batteries),170 g (0.37 lb / 6.00 oz)
1905,Dimensions,101 x 52 x 36 mm (3.98 x 2.05 x 1.42″)
1906,Body type,Compact
1906,Max resolution,2592 x 1944
1906,Effective pixels,5 megapixels
1906,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1906,Sensor type,CCD
1906,ISO,"Auto, 80, 100, 200, 400"
1906,Focal length (equiv.),38–190 mm
1906,Max aperture,F2.8–4.8
1906,Articulated LCD,No
1906,Screen size,2″
1906,Screen dots,"115,000"
1906,Max shutter speed,1/2000 sec
1906,Storage types,xD Picture Card
1906,USB,USB 1.0 (1.5 Mbit/sec)
1906,Weight (inc. batteries),340 g (0.75 lb / 11.99 oz)
1906,Dimensions,110 x 67 x 47 mm (4.33 x 2.64 x 1.85″)
1906,GPS,None
1907,Body type,Compact
1907,Max resolution,3072 x 2304
1907,Effective pixels,7 megapixels
1907,Sensor size,"1/1.8"" (7.144 x 5.358 mm)"
1907,Sensor type,CCD
1907,ISO,"Auto, 50, 100, 200, 400"
1907,Focal length (equiv.),27–110 mm
1907,Max aperture,F2.8–4.8
1907,Screen size,1.8″
1907,Screen dots,"130,000"
1907,Max shutter speed,1/4000 sec
1907,Storage types,"xD Picture Card, Compact Flash I/II"
1907,USB,USB 1.0 (1.5 Mbit/sec)
1907,Weight (inc. batteries),480 g (1.06 lb / 16.93 oz)
1907,Dimensions,116 x 87 x 66 mm (4.57 x 3.43 x 2.6″)
1908,Body type,Ultracompact
1908,Max resolution,2560 x 1920
1908,Effective pixels,5 megapixels
1908,Sensor size,"1/2.5"" (5.744 x 4.308 mm)"
1908,Sensor type,CCD
1908,ISO,"Auto, 64, 100, 200, 400, 800"
1908,Focal length (equiv.),28–135 mm
1908,Max aperture,F3.3–4.8
1908,Screen size,1.8″
1908,Screen dots,"110,000"
1908,Max shutter speed,1/2000 sec
1908,Storage types,"SD/MMC card, Internal"
1908,USB,USB 1.0 (1.5 Mbit/sec)
1908,Weight (inc. batteries),195 g (0.43 lb / 6.88 oz)
1908,Dimensions,100 x 55 x 25 mm (3.94 x 2.17 x 0.98″)
1909,Body type,Compact
1909,Max resolution,2304 x 1728
